the,4842
to,4399
of,3957
and,3785
her,2281
i,2105
a,2080
in,2039
was,1877
she,1744
that,1639
it,1597
not,1526
you,1444
he,1359
his,1302
be,1280
as,1240
had,1186
with,1148
for,1112
but,1026
is,947
have,886
at,830
mr,805
him,777
on,745
my,725
by,723
all,667
elizabeth,645
they,611
so,607
were,569
which,569
been,536
could,532
from,525
no,517
this,511
very,503
what,492
would,483
your,464
me,462
their,454
them,445
darcy,431
will,429
said,405
such,402
or,398
are,392
when,389
if,383
an,381
there,370
do,369
mrs,354
bennet,339
much,338
more,337
must,325
am,325
any,320
miss,315
bingley,310
than,303
jane,303
who,301
one,291
did,279
we,272
should,259
has,257
know,245
other,239
how,237
herself,236
though,233
before,232
can,230
never,230
well,230
only,226
think,222
may,219
sister,217
soon,216
now,215
some,212
good,207
after,205
most,205
might,205
time,200
wickham,199
lady,198
own,196
little,192
collins,190
without,185
nothing,185
every,185
again,182
being,182
then,177
lydia,176
make,174
shall,165
illustration,163
dear,163
say,160
first,160
man,156
see,156
family,153
great,148
too,146
two,145
into,145
out,143
however,137
mother,137
day,136
ever,136
father,135
about,134
himself,133
young,133
catherine,132
made,132
give,131
us,128
hope,126
always,125
its,125
away,124
many,122
long,120
last,119
letter,118
cannot,118
up,116
way,116
friend,115
thought,112
enough,111
room,109
go,107
house,107
sure,106
felt,106
replied,103
saw,102
love,102
indeed,99
wish,99
come,99
quite,98
better,98
even,97
myself,97
manner,97
where,97
gardiner,97
lizzy,97
till,95
over,95
pleasure,94
came,94
often,93
having,93
does,92
done,92
feelings,92
oh,91
really,91
cried,91
believe,90
project,89
chapter,89
like,89
whom,89
subject,88
longbourn,88
aunt,88
gutenberg,88
charlotte,87
perhaps,87
heard,87
daughter,84
take,83
happy,83
ladies,83
anything,82
these,81
while,81
less,81
whole,80
our,80
down,79
ill,79
sir,79
brother,79
seen,78
morning,78
yet,78
still,77
certainly,77
sisters,77
just,77
let,77
place,77
looked,76
something,75
yes,75
same,74
both,74
evening,74
here,74
upon,74
world,74
few,73
netherfield,73
therefore,73
present,72
hear,72
kind,72
nor,72
next,72
kitty,72
happiness,72
least,72
half,72
added,72
told,71
moment,71
lucas,71
speak,70
tell,70
towards,70
attention,70
found,70
went,70
character,69
uncle,69
colonel,68
seemed,67
between,67
town,67
work,67
opinion,67
home,67
received,66
marriage,66
left,66
each,66
almost,66
those,65
woman,65
answer,65
together,65
part,65
leave,64
because,64
three,64
either,64
conversation,63
acquaintance,62
rather,62
others,62
far,62
off,62
gone,62
once,62
means,62
given,61
immediately,61
find,61
passed,61
affection,61
certain,60
everything,60
whose,60
married,60
party,60
possible,60
coming,60
another,60
whether,59
london,59
life,59
look,59
began,59
since,59
seeing,59
pride,58
knew,58
mind,58
meryton,57
general,57
going,57
side,57
known,56
friends,55
person,55
took,55
pemberley,55
behaviour,55
copyright,54
visit,54
eyes,54
able,54
return,54
against,54
gave,54
perfectly,53
course,53
reason,53
people,53
word,53
get,53
why,53
continued,52
husband,52
daughters,51
walk,51
idea,51
wife,50
cousin,50
regard,50
hardly,50
rosings,49
yourself,49
agreeable,49
right,49
suppose,49
sense,48
settled,48
read,48
object,48
want,48
business,48
point,48
girls,47
manners,47
country,47
impossible,47
george,47
back,46
william,46
heart,46
best,46
short,46
marry,46
called,46
walked,46
ought,45
through,45
help,45
spoke,45
scarcely,45
returned,45
longer,44
civility,44
carriage,44
else,43
turned,43
terms,43
mary,43
de,43
rest,43
expected,43
power,42
doubt,42
years,42
honour,42
ladyship,42
girl,41
under,41
talking,41
sometimes,41
bourgh,41
feel,41
assure,41
wished,41
hertfordshire,41
likely,41
engaged,40
account,40
everybody,40
stay,40
gentleman,40
met,40
gentlemen,40
entered,40
convinced,40
poor,40
brought,40
asked,40
men,39
set,39
neither,39
former,39
different,39
write,39
dare,39
pleased,39
forster,39
spirits,39
near,39
fortune,39
within,38
situation,38
occasion,38
sat,38
things,38
talked,38
hour,38
afraid,37
four,37
door,37
allen,37
ball,37
minutes,37
fitzwilliam,37
beyond,37
sort,37
surprise,37
handsome,37
feeling,37
believed,37
also,37
amiable,36
glad,36
care,36
surprised,35
put,35
deal,35
merely,35
saying,35
days,35
wishes,35
expect,35
wonder,35
sorry,35
satisfied,35
case,35
five,35
information,35
philips,34
name,34
determined,34
answered,34
fine,34
particularly,34
head,34
invitation,34
night,34
end,34
real,34
respect,34
mean,34
works,34
silence,34
usual,34
advantage,34
themselves,34
thousand,34
speaking,33
whatever,33
full,33
consider,33
ask,33
hurst,33
officers,33
taken,33
appearance,33
making,33
afterwards,32
length,32
sensible,32
exactly,32
allow,32
news,32
table,32
dance,32
appeared,32
necessary,32
appear,32
ten,32
talk,32
meet,32
arrival,32
early,32
society,32
equal,31
particular,31
words,31
thus,31
dinner,31
comfort,31
instantly,31
understand,31
alone,31
smile,31
resolved,31
new,30
opportunity,30
mention,30
already,30
thing,30
anybody,30
year,30
consequence,30
receive,30
looking,30
astonishment,30
countenance,30
air,30
lost,29
money,29
younger,29
neighbourhood,29
heading,29
interest,29
pain,29
kindness,29
use,29
austen,29
foundation,29
except,29
week,29
obliged,29
matter,29
true,29
circumstances,28
highly,28
anyone,28
joined,28
entirely,28
hand,28
observed,28
beauty,28
exceedingly,28
meant,28
assured,28
liked,28
master,28
during,28
seems,28
forward,28
second,28
disposition,28
breakfast,28
delight,28
call,28
mentioned,28
credit,28
absence,28
expressed,27
satisfaction,27
face,27
attentions,27
electronic,27
natural,27
nature,27
following,27
offer,27
greater,27
truth,27
hours,27
attachment,27
allowed,27
ago,27
knowing,27
easily,27
imagine,27
keep,27
thoughts,27
giving,26
happened,26
silent,26
pray,26
turn,26
self,26
probably,26
doing,26
anxious,26
concern,26
further,26
hunsford,26
wholly,26
express,26
small,26
compliment,26
several,26
state,26
change,26
walking,26
easy,26
conduct,26
admiration,26
hearing,26
especially,26
supposed,26
pleasing,25
among,25
got,25
temper,25
serious,25
persuaded,25
bear,25
whenever,25
relations,25
meeting,25
followed,25
reply,25
send,25
paid,25
children,25
delighted,25
derbyshire,25
pretty,25
pounds,24
considered,24
mistaken,24
library,24
attempt,24
brighton,24
notice,24
latter,24
e,24
acquainted,24
attended,24
match,24
degree,24
voice,24
regiment,24
common,24
written,24
large,24
directly,24
living,24
expression,23
used,23
eliza,23
park,23
sake,23
marrying,23
hopes,23
inquiries,23
fortnight,23
remained,23
curiosity,23
depend,23
remember,23
live,23
women,23
prevented,23
fear,23
dancing,23
dislike,23
question,23
spite,23
unless,23
delightful,23
company,23
son,23
design,23
wanted,23
importance,23
frequently,23
gratitude,23
favour,22
praise,22
above,22
spent,22
desire,22
united,22
cause,22
yours,22
proper,22
favourite,22
eldest,22
journey,22
intended,22
knowledge,22
niece,22
fixed,22
nephew,22
event,22
thinking,22
fair,22
book,22
wrote,21
understanding,21
greatest,21
drawing,21
sitting,21
superior,21
repeated,21
instead,21
times,21
listened,21
inclination,21
proud,21
choose,21
sent,21
months,21
need,21
trouble,21
receiving,21
slight,21
promised,21
seem,21
agreement,21
ready,20
acknowledged,20
purpose,20
estate,20
none,20
drew,20
hoped,20
madam,20
late,20
endeavour,20
engagement,20
particulars,20
affectionate,20
strong,20
equally,20
vain,20
forced,20
scheme,20
connection,20
charming,20
maria,20
affair,20
affected,20
address,20
taking,19
fancy,19
perfect,19
pleasant,19
form,19
success,19
summer,19
comes,19
comprehend,19
reached,19
circumstance,19
round,19
regret,19
states,19
connections,19
removed,19
cold,19
excellent,19
thank,19
danger,19
intelligence,19
join,19
resolution,19
chance,19
play,19
accepted,19
anxiety,19
related,19
street,19
pause,18
motive,18
vanity,18
capable,18
smiled,18
bring,18
accept,18
resentment,18
future,18
persuade,18
civil,18
old,18
parsonage,18
leaving,18
view,18
weeks,18
absolutely,18
avoid,18
expectation,18
felicity,18
health,18
high,18
readily,18
admire,18
led,18
loss,18
concerned,18
nobody,18
dining,18
opened,18
laugh,18
evident,18
open,18
servant,17
prevent,17
promise,17
partner,17
letters,17
addressed,17
forget,17
report,17
disappointment,17
chief,17
politeness,17
please,17
angry,17
taste,17
light,17
ease,17
kept,17
sight,17
otherwise,17
wait,17
earnest,17
bad,17
beg,17
dearest,17
indifference,17
tolerable,17
writing,17
saturday,17
proved,17
generally,17
scene,17
interesting,17
tone,17
likewise,17
license,17
caroline,17
pass,17
effect,17
conviction,16
fond,16
reading,16
distress,16
lively,16
choice,16
tried,16
spoken,16
f,16
confess,16
eye,16
unable,16
extraordinary,16
excuse,16
companion,16
ashamed,16
charge,16
public,16
ignorant,16
became,16
window,16
formed,16
blame,16
age,16
road,16
questions,16
advice,16
upstairs,16
housekeeper,16
intention,16
chose,16
step,16
youngest,16
indifferent,16
dine,16
suddenly,16
miles,16
composure,16
distance,16
share,16
connected,15
fact,15
extremely,15
opening,15
sit,15
winter,15
rank,15
worth,15
mine,15
comparison,15
objection,15
georgiana,15
wrong,15
disposed,15
misery,15
trust,15
lucases,15
prejudice,15
prevailed,15
seated,15
marked,15
pardon,15
period,15
donations,15
fortunate,15
arrived,15
picture,15
observation,15
reasonable,15
false,15
immediate,15
duty,15
agree,15
worse,15
says,15
disagreeable,15
calling,15
declared,15
belief,15
judgment,15
humour,15
justice,15
beautiful,15
evil,14
occurred,14
asking,14
struck,14
eagerly,14
principal,14
welcome,14
thanks,14
visitors,14
difficult,14
wedding,14
determine,14
alarm,14
respectable,14
deceived,14
influence,14
archive,14
greatly,14
persons,14
aware,14
wishing,14
painful,14
creature,14
compassion,14
entrance,14
sentence,14
gratified,14
stood,14
learnt,14
books,14
assistance,14
forgotten,14
parted,14
trademark,14
lived,14
assurance,14
plan,14
child,14
literary,14
probable,14
possibility,14
speech,14
astonished,14
kent,14
elegant,14
supposing,14
tolerably,14
farther,14
listen,14
looks,14
meaning,14
shire,14
consideration,14
prospect,14
behind,14
rich,13
grateful,13
plain,13
constant,13
applied,13
lose,13
leisure,13
required,13
add,13
forth,13
protested,13
contempt,13
distressed,13
turning,13
standing,13
relief,13
story,13
hint,13
beginning,13
produced,13
clothes,13
suffer,13
finding,13
intimate,13
spend,13
request,13
nearly,13
frequent,13
enjoyment,13
difference,13
etc,13
secure,13
colour,13
twice,13
anger,13
tea,13
consent,13
stranger,13
hard,13
single,13
interference,13
understood,13
agreed,13
yesterday,13
ideas,13
generous,13
judge,13
danced,13
sooner,13
partiality,13
begin,13
recollected,13
ebook,13
considering,13
unhappy,13
eager,13
ran,13
conceal,13
dared,13
seriously,13
happen,12
joy,12
copy,12
denny,12
steady,12
disappointed,12
education,12
actually,12
bringing,12
admired,12
engagements,12
expressions,12
courage,12
permission,12
free,12
amongst,12
congratulations,12
ground,12
lane,12
accomplished,12
garden,12
favourable,12
perceived,12
music,12
attached,12
enter,12
observing,12
parties,12
due,12
servants,12
amusement,12
hall,12
approaching,12
church,12
delicacy,12
follow,12
occasionally,12
heaven,12
folly,12
naturally,12
tuesday,12
lord,12
compliments,12
shortly,12
try,12
comfortable,12
grieved,12
believing,12
apprehension,12
application,12
lately,12
learn,12
silly,12
recommend,12
nieces,12
pay,12
considerable,12
recollection,12
noble,12
hurry,11
cousins,11
lips,11
introduction,11
moments,11
disgrace,11
aloud,11
boast,11
inquiry,11
opposite,11
dances,11
laughed,11
necessity,11
spirit,11
remain,11
inclined,11
passing,11
sentiments,11
confusion,11
earnestly,11
satisfy,11
imprudent,11
visitor,11
chaise,11
smallest,11
itself,11
rendered,11
views,11
mamma,11
relationship,11
six,11
wants,11
sudden,11
objections,11
loved,11
goodness,11
excited,11
seldom,11
relate,11
provide,11
hill,11
neighbours,11
proposal,11
bow,11
support,11
income,11
private,11
supper,11
offended,11
relation,11
fears,11
flatter,11
consolation,11
returning,11
confidence,11
rational,11
increasing,11
drove,11
fall,11
provided,11
besides,11
invited,11
decided,11
important,11
increased,11
wild,11
esteem,11
feared,11
moreover,11
finished,11
caught,11
including,11
introduce,11
shook,11
run,11
instrument,11
neglect,11
paragraph,11
elopement,11
dreadful,11
desirable,11
gained,11
law,11
highest,10
laughing,10
utmost,10
imprudence,10
shame,10
inquire,10
low,10
entail,10
access,10
chiefly,10
insufficient,10
virtue,10
smiles,10
parish,10
bennets,10
undoubtedly,10
along,10
stand,10
lambton,10
possession,10
partial,10
embarrassment,10
amazement,10
study,10
interruption,10
reflection,10
addition,10
lines,10
wretched,10
staying,10
prepared,10
debts,10
fresh,10
laws,10
impatience,10
knows,10
observe,10
makes,10
listening,10
happiest,10
attentive,10
thither,10
explanation,10
youth,10
intimacy,10
escape,10
secrecy,10
note,10
pronounced,10
refund,10
explained,10
unlucky,10
encouragement,10
twenty,10
quit,10
vexation,10
furniture,10
charm,10
tears,10
property,10
probability,10
excessively,10
unwilling,10
reynolds,10
accompanied,10
informed,10
card,10
preference,10
gives,10
hurried,10
remarkably,10
heartily,10
quick,10
waiting,10
style,10
elder,10
smiling,10
proceeded,10
direction,10
communication,10
concluded,10
running,10
sincere,10
contrary,10
violent,10
triumph,10
overcome,10
consequently,10
proposals,10
subjects,10
strange,10
endeavoured,10
authority,10
complete,10
awkward,10
friendship,10
offered,10
spared,9
exertion,9
remembered,9
formal,9
act,9
persuasion,9
show,9
bore,9
month,9
improvement,9
sincerely,9
admitted,9
likes,9
forgive,9
eight,9
material,9
peculiar,9
difficulty,9
sunday,9
entering,9
reception,9
threw,9
elegance,9
become,9
honoured,9
comply,9
attending,9
coach,9
interrupted,9
mistress,9
occasions,9
suspected,9
female,9
hate,9
close,9
deserve,9
death,9
past,9
impression,9
cheerful,9
gardiners,9
valuable,9
dressing,9
longed,9
assurances,9
quitted,9
declare,9
refuse,9
monday,9
parting,9
laid,9
contain,9
grave,9
uncommonly,9
quarter,9
fellow,9
introduced,9
language,9
wednesday,9
repeatedly,9
tall,9
ourselves,9
incapable,9
clear,9
guarded,9
directed,9
expense,9
mistake,9
moved,9
continue,9
console,9
remaining,9
noticed,9
thankful,9
gracechurch,9
inform,9
hastily,9
patience,9
prove,9
whisper,9
value,9
contents,9
reflections,9
discover,9
haste,9
placed,9
rejoiced,9
clever,9
stairs,9
pity,9
quietly,9
line,9
number,9
assembly,9
fire,9
humble,9
changed,9
www,9
jenkinson,9
minute,9
suspicion,9
fashion,9
recommended,9
propriety,9
various,9
parts,8
abode,8
instance,8
sentiment,8
rooms,8
begged,8
misfortune,8
exclaimed,8
variety,8
couple,8
insist,8
collection,8
totally,8
clergyman,8
doors,8
extent,8
unknown,8
bestowed,8
remarks,8
description,8
below,8
shown,8
safe,8
properly,8
apology,8
reach,8
officer,8
recollections,8
conclusion,8
relieved,8
according,8
unexpected,8
direct,8
gentlemanlike,8
instant,8
fee,8
dined,8
warmth,8
hers,8
impatient,8
solicitude,8
uncomfortable,8
suffered,8
concerns,8
throw,8
fun,8
differently,8
figure,8
wherever,8
watching,8
admit,8
indebted,8
frightened,8
check,8
prepare,8
arrangement,8
carried,8
separation,8
formerly,8
enjoy,8
encouraged,8
somebody,8
inquired,8
follows,8
freely,8
king,8
usually,8
river,8
approach,8
notion,8
wondered,8
hundred,8
severe,8
perceive,8
possibly,8
gracious,8
actual,8
quitting,8
heightened,8
delicate,8
utter,8
uneasy,8
order,8
chooses,8
alteration,8
certainty,8
vexed,8
dwelling,8
expressing,8
ordered,8
ignorance,8
nay,8
gallantry,8
indignation,8
ma,8
sound,8
force,8
objects,8
acknowledge,8
refusal,8
openly,8
evils,8
tax,8
thrown,8
scotland,8
advantages,8
eagerness,8
lest,8
opinions,8
shocked,8
coffee,8
taught,8
governess,8
matters,8
service,8
impertinence,8
features,8
discovered,8
warmly,8
lodge,8
unpleasant,8
seeking,8
altogether,8
deny,8
somewhat,8
sacrifice,8
strongly,8
advise,8
seek,8
nonsense,8
idle,8
neighbour,8
doubted,8
sex,8
drawn,8
truly,8
complexion,8
employed,8
foolish,8
interested,8
alarmed,8
reproach,8
balls,8
memory,8
stayed,8
hold,8
remarkable,8
arise,8
chosen,8
owner,8
horses,8
showed,8
art,7
explain,7
don,7
quest,7
circle,7
cared,7
embarrassed,7
discovery,7
appears,7
office,7
efforts,7
using,7
altered,7
motives,7
commission,7
expectations,7
approbation,7
exercise,7
charles,7
parents,7
st,7
eligible,7
tempted,7
allowing,7
liberty,7
reserved,7
distributing,7
distribute,7
suit,7
fancied,7
proof,7
teasing,7
display,7
entreaty,7
rate,7
disapprobation,7
takes,7
author,7
dependence,7
distinction,7
urged,7
pretend,7
represented,7
desirous,7
created,7
thanked,7
fast,7
copies,7
lucky,7
paper,7
keeping,7
conjecture,7
condescension,7
located,7
occasional,7
selfish,7
resemblance,7
playing,7
source,7
orders,7
names,7
removal,7
dreaded,7
original,7
wit,7
blind,7
o,7
resolving,7
settle,7
describe,7
tour,7
distinguished,7
completely,7
cost,7
syllable,7
associated,7
actions,7
acted,7
unfortunate,7
section,7
weak,7
spot,7
worst,7
established,7
honourable,7
schemes,7
concealed,7
friendly,7
expose,7
guard,7
peace,7
temptation,7
third,7
finally,7
date,7
endeavours,7
mere,7
treated,7
cards,7
welcomed,7
unreasonable,7
ebooks,7
companions,7
parlour,7
sixteen,7
entertained,7
succeeded,7
effort,7
u,7
reserve,7
roused,7
displaying,7
getting,7
rising,7
deserved,7
claim,7
sweet,7
hands,7
command,7
appearing,7
owed,7
fool,7
bestow,7
directions,7
raptures,7
mentioning,7
paying,7
civilities,7
fault,7
woods,7
ventured,7
intending,7
satisfactory,7
falsehood,7
patroness,7
assist,7
glance,7
alluded,7
wanting,7
lead,7
uneasiness,7
domestic,7
profession,7
concerning,7
habit,7
telling,7
deep,7
larger,7
rejoice,7
affairs,7
waited,7
flattered,7
drink,7
post,7
kindly,7
afford,7
game,7
esteemed,7
defect,7
inn,7
north,7
blushed,7
contained,7
congratulate,7
addresses,7
possess,7
improved,7
trusted,7
discourse,7
performed,7
gallery,7
refusing,7
rose,7
supply,7
renewal,7
families,7
watched,7
quiet,7
improbable,7
merit,7
quality,7
secret,7
commendation,7
behaved,7
qualities,7
papa,6
louisa,6
approached,6
raised,6
dropped,6
intercourse,6
plainly,6
perverseness,6
continually,6
inconvenience,6
mortification,6
trying,6
deference,6
beauties,6
causes,6
impropriety,6
gradually,6
repeating,6
grew,6
re,6
corps,6
ways,6
wisest,6
indulgence,6
press,6
characters,6
abhorrence,6
pursuit,6
disdain,6
suspense,6
ay,6
m,6
establishment,6
collinses,6
lawn,6
arising,6
sick,6
genius,6
christmas,6
violently,6
seat,6
delay,6
human,6
gratifying,6
method,6
mile,6
departure,6
gate,6
purchase,6
cheerfulness,6
lay,6
result,6
beneath,6
touched,6
warm,6
sees,6
somewhere,6
distressing,6
useful,6
stronger,6
militia,6
gentle,6
active,6
grounds,6
afforded,6
invite,6
complying,6
recovered,6
fifty,6
conclude,6
everyone,6
produce,6
miserable,6
forbearance,6
willing,6
fitted,6
owe,6
curious,6
delayed,6
declined,6
entreat,6
acceptable,6
useless,6
proceed,6
hurt,6
across,6
purposely,6
lakes,6
moving,6
professions,6
bingleys,6
necessarily,6
hopeless,6
resigned,6
separate,6
carriages,6
recover,6
conceited,6
obligation,6
encourage,6
impertinent,6
broken,6
oblige,6
entailed,6
proceeding,6
dressed,6
engaging,6
fail,6
advisable,6
presence,6
error,6
occupied,6
ceased,6
modesty,6
pursue,6
shocking,6
matrimony,6
voluntarily,6
personal,6
travelling,6
chair,6
twelvemonth,6
county,6
uncommon,6
described,6
powers,6
refused,6
recollect,6
village,6
bed,6
gown,6
respects,6
desired,6
accident,6
carry,6
strength,6
putting,6
entreaties,6
performance,6
spare,6
prefer,6
closed,6
entertainment,6
limited,6
increase,6
employment,6
justify,6
accordingly,6
ones,6
draw,6
cross,6
effects,6
birth,6
defects,6
weather,6
renewed,6
preparing,6
pleasures,6
cases,6
independence,6
mortifying,6
court,6
evidently,6
softened,6
reminded,6
displeasure,6
obtain,6
weight,6
james,6
individual,6
finer,6
claims,6
earliest,6
tables,6
speedily,6
agitation,6
offers,6
dead,6
abominable,6
abilities,6
assembled,6
amused,6
aspect,6
compliance,6
stopped,6
windows,6
distribution,6
online,5
arguments,5
solemnity,5
likelihood,5
absurd,5
arisen,5
impatiently,5
shut,5
spending,5
nearest,5
intelligent,5
charms,5
escaped,5
attempted,5
odd,5
inducement,5
critical,5
vacant,5
apologize,5
engrossed,5
mend,5
disguise,5
progress,5
welfare,5
amends,5
rid,5
ruin,5
venture,5
novelty,5
horse,5
touch,5
previous,5
preserve,5
complaisance,5
tranquillity,5
leading,5
confined,5
recollecting,5
philosophy,5
page,5
shop,5
occur,5
whist,5
humanity,5
adding,5
attend,5
economy,5
unaffected,5
eat,5
mutual,5
unjust,5
offence,5
driven,5
sufficient,5
failed,5
sufficiently,5
recent,5
insolent,5
example,5
imagined,5
sum,5
dish,5
ring,5
crossed,5
permitted,5
volunteers,5
unnatural,5
pains,5
principally,5
conscience,5
cruelty,5
punishment,5
spring,5
confirmation,5
sing,5
quarrel,5
defective,5
fifteen,5
energy,5
twelve,5
arose,5
opposed,5
treat,5
divided,5
sad,5
events,5
distributed,5
amusing,5
ah,5
inquiring,5
phrase,5
later,5
provoke,5
suggested,5
breach,5
borne,5
happily,5
dress,5
interrupt,5
attributed,5
respectability,5
acutely,5
protected,5
allusion,5
sweetness,5
dignity,5
secured,5
horror,5
white,5
polite,5
accepting,5
addison,5
engage,5
dwelt,5
visible,5
obliging,5
distant,5
sought,5
capital,5
principle,5
bitterness,5
emotion,5
moral,5
deeply,5
unfolded,5
lover,5
discretion,5
ceremony,5
hasty,5
steps,5
relating,5
history,5
ridicule,5
pretensions,5
insensibility,5
front,5
shared,5
designed,5
accidentally,5
alacrity,5
pointed,5
discussion,5
sides,5
condescended,5
attractions,5
censure,5
alarming,5
teach,5
indulge,5
melancholy,5
grown,5
expenses,5
injured,5
uttered,5
lovers,5
additional,5
displayed,5
similar,5
wise,5
enumerating,5
elsewhere,5
exposing,5
argument,5
correspondence,5
included,5
trees,5
copying,5
treatment,5
approve,5
assert,5
expecting,5
deficient,5
summoned,5
misfortunes,5
reflect,5
diffidence,5
piece,5
providing,5
requiring,5
medium,5
places,5
humility,5
list,5
justified,5
materially,5
disgraceful,5
forgot,5
novels,5
estimation,5
refreshment,5
proposed,5
november,5
infinitely,5
freedom,5
uncivil,5
trifle,5
reasons,5
adieu,5
fishing,5
replacement,5
finish,5
benefit,5
middle,5
extreme,5
lodgings,5
anne,5
guest,5
disadvantage,5
calm,5
lower,5
swift,5
absolute,5
song,5
restraint,5
stared,5
withdrew,5
valued,5
mortified,5
accomplishments,5
checked,5
remains,5
pressing,5
visits,5
fully,5
coloured,5
entertain,5
recovering,5
meanwhile,5
amuse,5
perform,5
trifling,5
weakness,5
thin,5
steward,5
mercenary,5
disgust,5
letting,5
presentation,5
nice,5
gratefully,5
inferior,5
england,5
mode,5
fish,5
repeat,5
advanced,5
declaration,5
message,5
visiting,5
pianoforte,5
vestibule,5
liberal,5
solemn,5
endeavouring,5
mixture,5
nearer,5
won,5
jones,5
joining,5
amazed,5
morrow,5
convenient,5
fearful,5
risk,5
pointing,5
imaginary,5
start,5
measure,5
guess,5
courtesy,5
held,5
strike,5
cautious,4
positive,4
worked,4
withheld,4
procured,4
slightly,4
humbled,4
romantic,4
valley,4
grow,4
rejected,4
briefly,4
space,4
earlier,4
army,4
carter,4
furnish,4
meat,4
affect,4
occurrences,4
management,4
senses,4
strangers,4
reproof,4
situated,4
lieu,4
requirements,4
field,4
kingdom,4
buy,4
demand,4
copse,4
debt,4
clapham,4
unpardonable,4
special,4
wilfully,4
showing,4
thanking,4
luck,4
intentions,4
stream,4
shape,4
unlikely,4
imputed,4
benefited,4
format,4
gravely,4
entitled,4
honestly,4
affability,4
forcibly,4
doubtless,4
grievous,4
whilst,4
widely,4
supposition,4
preserved,4
younge,4
quadrille,4
exact,4
delightfully,4
affront,4
endured,4
repaired,4
houses,4
loving,4
admirable,4
salutation,4
visited,4
viewing,4
succeeding,4
remark,4
covering,4
rejoicing,4
phaeton,4
obtained,4
interval,4
apply,4
piling,4
becomes,4
falling,4
shrubbery,4
scruple,4
powerful,4
enjoying,4
numerous,4
receipt,4
contemplation,4
tongue,4
rapidity,4
thinks,4
unnecessary,4
inconvenient,4
reader,4
selected,4
dissatisfied,4
animation,4
handsomest,4
unguarded,4
attacks,4
compared,4
resent,4
fix,4
liveliness,4
affectionately,4
yield,4
careful,4
infamy,4
damages,4
animated,4
treasure,4
protesting,4
fatigue,4
begins,4
reaching,4
faint,4
nervous,4
cherished,4
scruples,4
promote,4
dinnertime,4
lives,4
harm,4
attack,4
secondly,4
ended,4
conjecturing,4
abominably,4
readiness,4
dread,4
minds,4
defy,4
cordiality,4
suspicions,4
willingly,4
prospects,4
impulse,4
tenderly,4
points,4
designs,4
nerves,4
likeness,4
thursday,4
hide,4
flattering,4
decide,4
screen,4
path,4
depart,4
water,4
forming,4
acting,4
sport,4
prudence,4
confused,4
induce,4
v,4
coat,4
rain,4
simpleton,4
contrivance,4
sincerity,4
contrast,4
breeding,4
practice,4
imagination,4
captain,4
dirty,4
awakened,4
characteristic,4
speeches,4
execution,4
anticipated,4
deceive,4
remind,4
studying,4
intelligible,4
occasioned,4
reasonably,4
editions,4
aside,4
catch,4
season,4
coolly,4
apologizing,4
warn,4
unwelcome,4
propose,4
disliked,4
decorum,4
arm,4
unwillingly,4
deliberation,4
singing,4
clearly,4
status,4
awe,4
perceiving,4
despatched,4
